"","LAGOSLAKEI","Rowid_","A_1","A_2","A_3","buff_area_ha","GAP12_buff_ha","GAP123_buff_ha","GAP12_buff_pct","GAP123_buff_pct"
"2596",99862,NA,0,0,8388000,994.703838709655,0,838.8,0,0.843266073133993
"2597",99869,NA,0,153900,8014500,1014.14616344399,15.39,816.84,0.0151753273391444,0.805446028830844
"2598",99872,NA,0,415800,455400,1763.23169443341,41.58,87.12,0.023581699518713,0.0494092751820654
"2599",99874,NA,0,0,6558300,1323.71382371307,0,655.83,0,0.495446967653758
"2600",99875,NA,0,0,3460500,861.494277830843,0,346.05,0,0.401685778890278
"2601",99878,NA,0,724500,604800,825.00192908261,72.45,132.93,0.0878179764749924,0.16112689596716
"2602",99880,NA,0,0,503100,917.671965270029,0,50.31,0,0.0548235119999509
"2603",99898,NA,0,20700,0,1052.94515330739,2.07,2.07,0.00196591436267878,0.00196591436267878
"2604",99918,NA,0,691200,0,897.777677919608,69.12,69.12,0.076990107573369,0.076990107573369
"2605",100775,NA,0,401400,832500,1049.65471165851,40.14,123.39,0.0382411468782689,0.117552942533871
"2606",100778,NA,0,3771000,0,841.219785613023,377.1,377.1,0.448277615968335,0.448277615968335
"2607",100783,NA,0,0,401400,882.141329462177,0,40.14,0,0.0455029128093029
"2608",100789,NA,0,9093600,0,999.628236890016,909.36,909.36,0.90969819222909,0.90969819222909
"2609",100796,NA,0,0,1962900,1130.37826174924,0,196.29,0,0.173649836202834
"2610",100802,NA,0,0,618300,884.026993732322,0,61.83,0,0.0699413031936463
"2611",100805,NA,0,0,2970000,877.91168783427,0,297,0,0.338302820335691
"2612",100832,NA,0,60300,0,1049.71137968846,6.03,6.03,0.00574443615328782,0.00574443615328782
"2613",100840,NA,0,316800,0,1210.13049669862,31.68,31.68,0.0261789948162011,0.0261789948162011
"2614",100846,NA,0,8910900,0,890.953078661374,891.09,891.09,1,1
"2615",100848,NA,0,1050300,11387700,1253.54988404395,105.03,1243.8,0.0837860553751345,0.99222218104915
"2616",100850,NA,0,0,8509500,994.177469445324,0,850.95,0,0.855933700121736
"2617",100851,NA,0,14400,0,892.690332613624,1.44,1.44,0.00161310137165254,0.00161310137165254
"2618",100858,NA,0,3856500,0,1194.01467411321,385.65,385.65,0.322985980290752,0.322985980290752
"2619",100862,NA,0,0,9113400,912.113395487073,0,911.34,0,0.999152084060053
"2620",100863,NA,0,2366100,0,1023.22218498179,236.61,236.61,0.231240099631158,0.231240099631158
"2621",100872,NA,0,0,2094300,917.261407681829,0,209.43,0,0.228320954360532
"2622",100882,NA,0,7429500,0,1013.27577040817,742.95,742.95,0.73321599281973,0.73321599281973
"2623",100889,NA,0,0,578700,871.209712317246,0,57.87,0,0.066424879316459
"2624",100892,NA,0,2225700,5400,1011.04858618086,222.57,223.11,0.220137788670214,0.220671887631808
"2625",100914,NA,0,294300,0,1197.70821480287,29.43,29.43,0.0245719279840155,0.0245719279840155
"2626",101829,NA,0,1476900,0,1324.24341339864,147.69,147.69,0.111527834313298,0.111527834313298
"2627",101839,NA,0,0,4067100,1112.30135346728,0,406.71,0,0.365647311973682
"2628",101864,NA,0,0,185400,860.764875277229,0,18.54,0,0.0215389829818843
"2629",101881,NA,0,22500,0,1106.19476816452,2.25,2.25,0.00203399985676426,0.00203399985676426
"2630",101895,NA,0,464400,0,832.384448423888,46.44,46.44,0.0557915276864358,0.0557915276864358
"2631",101901,NA,0,0,1425600,872.865919216939,0,142.56,0,0.163324053398594
"2632",101904,NA,0,866700,0,1024.59011948807,86.67,86.67,0.0845899236694806,0.0845899236694806
"2633",101905,NA,0,158400,0,998.890106531814,15.84,15.84,0.0158576002469352,0.0158576002469352
"2634",101906,NA,0,549000,0,1093.19718710696,54.9,54.9,0.0502196681874816,0.0502196681874816
"2635",101908,NA,0,0,500400,961.325269851476,0,50.04,0,0.0520531411888622
"2636",101909,NA,0,0,2223900,1014.86057171751,0,222.39,0,0.219133550162105
"2637",101913,NA,0,900,0,914.190675812336,0.09,0.09,9.84477334775126e-05,9.84477334775126e-05
"2638",101914,NA,0,0,527400,824.728228843431,0,52.74,0,0.0639483385623415
"2639",101917,NA,7181100,1677600,0,903.058732289698,885.87,885.87,0.980966097026584,0.980966097026584
"2640",101920,NA,0,0,900,860.658849299726,0,0.09,0,0.000104571050507676
"2641",101923,NA,0,0,1863000,1217.92580557465,0,186.3,0,0.152964982880955
"2642",101924,NA,0,0,153000,1175.32392050496,0,15.3,0,0.0130176879182606
"2643",101929,NA,0,0,4841100,3630.31577614561,0,484.11,0,0.133352035980184
"2644",101930,NA,0,0,6693300,880.219755740689,0,669.33,0,0.760412380697785
"2645",101933,NA,0,3600,0,947.9472552809,0.36,0.36,0.000379767964931048,0.000379767964931048
"2646",101939,NA,164700,3863700,0,1165.32520037386,402.84,402.84,0.34568891144786,0.34568891144786
"2647",101941,NA,0,144900,702000,932.807043408794,14.49,84.69,0.015533759208173,0.0907904808378311
"2648",101950,NA,0,3885300,295200,892.729351715418,388.53,418.05,0.435215890743844,0.468283023512892
"2649",102781,NA,0,225900,894600,938.67197054002,22.59,112.05,0.0240659151535162,0.119370774367043
"2650",102783,NA,0,551700,0,996.256727026785,55.17,55.17,0.0553772923216775,0.0553772923216775
"2651",102787,NA,0,1111500,0,867.898840261898,111.15,111.15,0.128067920872505,0.128067920872505
"2652",102790,NA,0,939600,0,949.477156445951,93.96,93.96,0.098959726795016,0.098959726795016
"2653",102801,NA,0,0,5770800,839.047592933251,0,577.08,0,0.687779817093056
"2654",102810,NA,0,0,1251000,845.375371142707,0,125.1,0,0.147981599973631
"2655",102825,NA,0,1357200,0,1006.33261315266,135.72,135.72,0.134865946135655,0.134865946135655
"2656",102835,NA,0,4500,0,960.54518051909,0.45,0.45,0.000468483949663685,0.000468483949663685
"2657",102854,NA,0,1878300,0,859.040115569223,187.83,187.83,0.218651022921716,0.218651022921716
"2658",102855,NA,0,7827300,1700100,952.939003060968,782.73,952.74,0.82138520669819,0.999791169151091
"2659",102860,NA,0,8331300,0,865.780051408065,833.13,833.13,0.962288284010512,0.962288284010512
"2660",102865,NA,0,42300,0,1218.32769160899,4.23,4.23,0.00347197230197866,0.00347197230197866
"2661",102868,NA,0,0,1632600,898.857194643833,0,163.26,0,0.181630631620734
"2662",102876,NA,0,0,4048200,1094.42817259431,0,404.82,0,0.369891793849191
"2663",102880,NA,0,5351400,0,932.575961555293,535.14,535.14,0.573829931352215,0.573829931352215
"2664",102883,NA,0,0,1819800,902.313853408032,0,181.98,0,0.201681487336876
"2665",102886,NA,0,0,8462700,895.019377432674,0,846.27,0,0.945532601123666
"2666",102889,NA,0,32400,0,1892.58266430071,3.24,3.24,0.0017119463583363,0.0017119463583363
"2667",102891,NA,0,0,549000,1667.74076660891,0,54.9,0,0.0329187851608559
"2668",102893,NA,0,797400,231300,924.269396349296,79.74,102.87,0.0862735478584049,0.111298719189793
"2669",102895,NA,0,0,1117800,904.633764781321,0,111.78,0,0.123563815934972
"2670",102896,NA,0,15300,0,1325.54895450404,1.53,1.53,0.00115423877390666,0.00115423877390666
"2671",103852,NA,8268300,458100,0,884.67729956466,872.64,872.64,0.9863935702085,0.9863935702085
"2672",103855,NA,0,0,7335900,960.466253554769,0,733.59,0,0.763785294157832
"2673",103860,NA,0,5501700,0,843.726349668928,550.17,550.17,0.65207161091494,0.65207161091494
"2674",103863,NA,0,1075500,8013600,911.183237685047,107.55,908.91,0.118033339016685,0.997505180526782
"2675",103866,NA,0,316800,900,981.429331047176,31.68,31.77,0.0322794509984715,0.0323711539842626
"2676",103870,NA,0,4923000,639000,902.95124529999,492.3,556.2,0.545212161301623,0.61598010179964
"2677",103871,NA,0,2700,0,1032.51032448602,0.27,0.27,0.000261498595797969,0.000261498595797969
"2678",103876,NA,0,0,4982400,954.623270398126,0,498.24,0,0.521923166394434
"2679",103885,NA,0,0,120600,982.149273255529,0,12.06,0,0.0122791925101413
"2680",103896,NA,0,387000,0,894.563129321109,38.7,38.7,0.0432613403476284,0.0432613403476284
"2681",103902,NA,0,0,1404000,965.877207455775,0,140.4,0,0.145360092272835
"2682",103925,NA,0,9900,0,1021.80279809931,0.99,0.99,0.00096887579662292,0.00096887579662292
"2683",103948,NA,0,0,279000,921.001181131875,0,27.9,0,0.0302931207598583
"2684",103952,NA,0,474300,0,908.76594416005,47.43,47.43,0.0521916565038519,0.0521916565038519
"2685",103955,NA,0,6823800,0,956.056292120557,682.38,682.38,0.713744583476841,0.713744583476841
"2686",103958,NA,0,4465800,0,1456.24588543744,446.58,446.58,0.306665244149928,0.306665244149928
"2687",103961,NA,0,0,1655100,931.140635260709,0,165.51,0,0.1777497337485
"2688",103965,NA,0,5013000,0,992.66323101044,501.3,501.3,0.505005105799802,0.505005105799802
"2689",103967,NA,0,6957000,0,899.551688379979,695.7,695.7,0.773385241767375,0.773385241767375
"2690",103968,NA,0,0,227700,1001.69124350128,0,22.77,0,0.0227315554046478
"2691",103969,NA,0,0,4893300,983.490832108755,0,489.33,0,0.49754403805758
"2692",104005,NA,0,1790100,0,1519.82773509646,179.01,179.01,0.117783085455167,0.117783085455167
"2693",104891,NA,0,4945500,0,1039.16995293424,494.55,494.55,0.475908679425893,0.475908679425893
"2694",104893,NA,0,1082700,0,974.79700705753,108.27,108.27,0.111069278235494,0.111069278235494
"2695",104897,NA,0,163800,0,915.091708660658,16.38,16.38,0.0178998452777744,0.0178998452777744
"2696",104899,NA,0,8460000,0,846.069451977051,846,846,0.999917912203438,0.999917912203438
"2697",104900,NA,32400,1101600,0,866.594111372135,113.4,113.4,0.130857108895474,0.130857108895474
"2698",104903,NA,0,0,3890700,947.336423488855,0,389.07,0,0.410698871439073
"2699",104919,NA,0,4194900,0,889.93469341233,419.49,419.49,0.471371667050674,0.471371667050674
"2700",104929,NA,0,13998600,0,2198.43334985172,1399.86,1399.86,0.63675344085115,0.63675344085115
"2701",104937,NA,0,0,526500,1049.33517124751,0,52.65,0,0.0501746262230082
"2702",104950,NA,1207800,267300,0,1131.45202454689,147.51,147.51,0.130372297543126,0.130372297543126
"2703",104960,NA,0,0,3159900,926.344196441552,0,315.99,0,0.34111510733682
"2704",104965,NA,0,1512900,0,1024.00363654801,151.29,151.29,0.147743615940672,0.147743615940672
"2705",104967,NA,0,4266900,0,880.639600200488,426.69,426.69,0.484522839880082,0.484522839880082
"2706",104968,NA,0,0,8854200,909.563181677619,0,885.42,0,0.973456289608064
"2707",104969,NA,0,0,1219500,1580.58950638721,0,121.95,0,0.0771547574542262
"2708",104980,NA,0,0,3933000,959.426230673954,0,393.3,0,0.409932506977346
"2709",104984,NA,0,0,3107700,861.53383606969,0,310.77,0,0.360717115206676
"2710",104985,NA,0,0,704700,879.479240290917,0,70.47,0,0.0801269623791117
"2711",104988,NA,0,800100,0,988.003681641344,80.01,80.01,0.0809814796105634,0.0809814796105634
"2712",104989,NA,0,0,2293200,929.446184705125,0,229.32,0,0.246727571508353
"2713",105001,NA,0,1723500,3321900,1133.87708571669,172.35,504.54,0.152000602332538,0.444968865105069
"2714",105006,NA,0,20700,0,926.782193078748,2.07,2.07,0.00223353449759701,0.00223353449759701
"2715",105014,NA,0,18000,0,1687.2379747028,1.8,1.8,0.00106683231825496,0.00106683231825496
"2716",105033,NA,0,2700,0,861.505449367253,0.27,0.27,0.000313404866096095,0.000313404866096095
"2717",105968,NA,0,1029600,3808800,907.030143789974,102.96,483.84,0.113513316734753,0.533433208711567
"2718",105969,NA,0,0,1427400,936.554894146598,0,142.74,0,0.152409646131919
"2719",105980,NA,0,3380400,0,1485.09027708676,338.04,338.04,0.227622525859585,0.227622525859585
"2720",105981,NA,0,106200,247500,1911.05090236187,10.62,35.37,0.00555715181990951,0.0185081412307156
"2721",105984,NA,0,0,210600,2433.09255701478,0,21.06,0,0.00865565099004659
"2722",105995,NA,0,8100,173700,1084.17595705321,0.81,18.18,0.000747111199736969,0.0167684958163186
"2723",106001,NA,0,0,1644300,935.281176745965,0,164.43,0,0.175808092890403
"2724",106011,NA,0,0,4931100,942.039006256686,0,493.11,0,0.523449662620061
"2725",106012,NA,785700,6135300,1344600,1010.59995652614,692.1,826.56,0.684840718160172,0.817890397344996
"2726",106024,NA,0,5884200,0,1331.43041494179,588.42,588.42,0.441945740007543,0.441945740007543
"2727",106026,NA,0,5616000,0,863.703020857612,561.6,561.6,0.650223498630768,0.650223498630768
"2728",106030,NA,0,0,1972800,1102.51908629319,0,197.28,0,0.178935677806069
"2729",106036,NA,0,2905200,0,1220.10880012756,290.52,290.52,0.238109912795995,0.238109912795995
"2730",106038,NA,0,1032300,645300,1215.70639341347,103.23,167.76,0.0849135947291928,0.13799384531405
"2731",106039,NA,0,0,1989900,880.110289736463,0,198.99,0,0.226096663475648
"2732",106041,NA,0,1327500,0,1069.65460732743,132.75,132.75,0.124105481424215,0.124105481424215
"2733",106049,NA,0,0,146700,1026.73483931158,0,14.67,0,0.0142880122874142
"2734",106054,NA,0,22500,0,961.040363795997,2.25,2.25,0.00234121279892216,0.00234121279892216
"2735",106056,NA,0,0,10240200,1024.03344995086,0,1024.02,0,0.999986865711408
"2736",106058,NA,0,43200,0,1084.13269282923,4.32,4.32,0.00398475207746591,0.00398475207746591
"2737",106062,NA,0,0,1434600,1357.83176346318,0,143.46,0,0.105653736979979
"2738",106063,NA,0,154800,0,994.327667832934,15.48,15.48,0.0155683086177593,0.0155683086177593
"2739",106064,NA,0,246600,0,1365.4562796454,24.66,24.66,0.0180598971696142,0.0180598971696142
"2740",106066,NA,0,4500,0,939.78790317213,0.45,0.45,0.000478831445351748,0.000478831445351748
"2741",106070,NA,0,64800,4274100,1464.42310276033,6.48,433.89,0.00442495067701791,0.296287322415324
"2742",106072,NA,0,0,1093500,934.975019036496,0,109.35,0,0.116954996415505
"2743",106076,NA,0,77400,0,901.536611140661,7.74,7.74,0.00858534185340187,0.00858534185340187
"2744",106080,NA,0,0,185400,943.60403813854,0,18.54,0,0.0196480719143319
"2745",106955,NA,0,9773100,0,1045.63484194052,977.31,977.31,0.93465707223975,0.93465707223975
"2746",106958,NA,0,1054800,6431400,944.196458232233,105.48,748.62,0.111714039043828,0.792864655944167
"2747",106964,NA,0,0,90900,980.106810971013,0,9.09,0,0.0092744993690987
"2748",106965,NA,0,0,924300,1122.19506207014,0,92.43,0,0.0823653597526013
"2749",106969,NA,0,1800,0,886.589421902222,0.18,0.18,0.000203025205978435,0.000203025205978435
"2750",106982,NA,0,2062800,348300,874.703905575129,206.28,241.11,0.235828374247818,0.275647563093327
"2751",106990,NA,0,0,3852000,893.042498472249,0,385.2,0,0.431334455705044
"2752",106998,NA,9900,0,0,905.439834321219,0.99,0.99,0.00109339125856129,0.00109339125856129
"2753",107045,NA,0,0,227700,969.662544788152,0,22.77,0,0.0234823961412005
"2754",107055,NA,0,0,296100,891.00541633405,0,29.61,0,0.0332321212163079
"2755",107059,NA,0,97200,0,1014.69670029823,9.72,9.72,0.00957921711694061,0.00957921711694061
"2756",107060,NA,0,9535500,0,954.060451654855,953.55,953.55,0.999464969275301,0.999464969275301
"2757",107063,NA,0,6966900,0,841.297768469619,696.69,696.69,0.828113452942267,0.828113452942267
"2758",107064,NA,0,2849400,1289700,991.734209492419,284.94,413.91,0.287314884646195,0.417359808745373
"2759",107066,NA,0,1192500,0,895.008765590662,119.25,119.25,0.133238918527575,0.133238918527575
"2760",107069,NA,0,0,3577500,849.718847810875,0,357.75,0,0.421021613115525
"2761",107070,NA,0,5341500,0,989.290804108926,534.15,534.15,0.539932240127431,0.539932240127431
"2762",107072,NA,0,4006800,8604000,1444.80092990306,400.68,1261.08,0.277325402903004,0.872839969783668
"2763",107073,NA,0,0,5366700,865.25853124705,0,536.67,0,0.620242367592177
"2764",107075,NA,0,6990300,682200,1503.88956909096,699.03,767.25,0.46481471403684,0.510177087313513
"2765",107090,NA,0,0,2450700,929.997530645588,0,245.07,0,0.263516828727359
"2766",107099,NA,0,0,137700,881.602855626432,0,13.77,0,0.0156192779006093
"2767",107105,NA,0,14400,0,888.764387434432,1.44,1.44,0.0016202269356863,0.0016202269356863
"2768",107106,NA,0,48600,229500,973.769759445906,4.86,27.81,0.00499091284449564,0.0285591123879472
"2769",107137,NA,8701200,1282500,0,999.971712257197,998.37,998.37,0.998398242432697,0.998398242432697
"2770",107954,NA,0,0,189900,848.494722163035,0,18.99,0,0.0223808109867667
"2771",107959,NA,0,4657500,0,1096.57189015956,465.75,465.75,0.424732755033717,0.424732755033717
"2772",107966,NA,0,0,2471400,870.274883197762,0,247.14,0,0.283979240090099
"2773",107968,NA,0,1849500,0,955.348761057765,184.95,184.95,0.193594221858018,0.193594221858018
"2774",107971,NA,0,690300,0,1150.31015022074,69.03,69.03,0.0600099025352016,0.0600099025352016
"2775",107977,NA,0,0,552600,886.261749228527,0,55.26,0,0.0623517826963679
"2776",107982,NA,0,39600,0,861.744259312667,3.96,3.96,0.00459533087363822,0.00459533087363822
"2777",107997,NA,0,2432700,0,899.487407529862,243.27,243.27,0.27045403633616,0.27045403633616
"2778",108034,NA,0,560700,6942600,913.833367360169,56.07,750.33,0.061356919108756,0.821079670320544
"2779",108036,NA,0,5418900,223200,1151.00787649655,541.89,564.21,0.470796083211359,0.490187783699055
"2780",108037,NA,0,4794300,0,1529.257723467,479.43,479.43,0.313505037537479,0.313505037537479
"2781",108038,NA,0,0,7038900,1751.31275405462,0,703.89,0,0.401921357775965
"2782",108042,NA,0,1808100,0,877.806971772113,180.81,180.81,0.20597922529025,0.20597922529025
"2783",108044,NA,0,0,7068600,1165.85524743978,0,706.86,0,0.606301684151839
"2784",108047,NA,0,4500,0,992.781651791083,0.45,0.45,0.000453271874221439,0.000453271874221439
"2785",108048,NA,0,3789000,34200,988.977117308939,378.9,382.32,0.383123121221457,0.386581239655285
"2786",108050,NA,0,2048400,0,2165.88340158438,204.84,204.84,0.094575728245646,0.094575728245646
"2787",108079,NA,0,3600,0,1008.5931684962,0.36,0.36,0.00035693281616884,0.00035693281616884
"2788",109016,NA,0,1249200,0,2855.5901795669,124.92,124.92,0.0437457730783155,0.0437457730783155
"2789",109021,NA,1034100,0,0,1410.81076215023,103.41,103.41,0.0732982783902158,0.0732982783902158
"2790",109023,NA,0,393300,0,1007.02380994146,39.33,39.33,0.0390556803242679,0.0390556803242679
"2791",109027,NA,0,1757700,0,885.25180545257,175.77,175.77,0.198553675821243,0.198553675821243
"2792",109029,NA,569700,0,0,939.178989320113,56.97,56.97,0.0606593638143902,0.0606593638143902
"2793",109031,NA,0,2969100,0,1355.79290532226,296.91,296.91,0.218993622723986,0.218993622723986
"2794",109032,NA,0,0,40500,921.982432302735,0,4.05,0,0.0043927084270844
"2795",109041,NA,0,10134000,0,1247.99271620409,1013.4,1013.4,0.812023970045572,0.812023970045572
"2796",109051,NA,0,67500,4842900,874.827219893841,6.75,491.04,0.00771580930097157,0.561299407281345
"2797",109087,NA,0,10800,594900,921.545439851519,1.08,60.57,0.00117194438092387,0.0657265473634802
"2798",109110,NA,0,0,3676500,856.759928976077,0,367.65,0,0.429116707686577
"2799",109119,NA,0,785700,4500,915.966326707616,78.57,79.02,0.085778262485276,0.0862695469210451
"2800",109126,NA,0,0,729900,984.796667414788,0,72.99,0,0.0741168227057548
"2801",109127,NA,0,297900,0,875.801668786703,29.79,29.79,0.0340145503961756,0.0340145503961756
"2802",109131,NA,0,174600,0,891.158646746641,17.46,17.46,0.0195924710642054,0.0195924710642054
"2803",109133,NA,0,0,3508200,874.089837852657,0,350.82,0,0.401354626043755
"2804",109134,NA,0,0,4598100,872.417732445569,0,459.81,0,0.527052560831216
"2805",109136,NA,0,0,819000,893.772788651506,0,81.9,0,0.0916340271710084
"2806",109142,NA,0,10800,0,840.867947512535,1.08,1.08,0.00128438716589789,0.00128438716589789
"2807",109157,NA,0,0,20700,1023.59878388955,0,2.07,0,0.00202227672851882
"2808",109161,NA,0,0,159300,866.564331155408,0,15.93,0,0.0183829398779433
"2809",109164,NA,0,31500,3244500,1082.20677969291,3.15,327.6,0.00291071915192941,0.302714791800659
"2810",109166,NA,3312000,1503000,0,896.634489018542,481.5,481.5,0.537008118578007,0.537008118578007
"2811",109174,NA,0,1107000,119700,899.409062997779,110.7,122.67,0.123080814452804,0.136389552926156
"2812",110017,NA,0,1216800,2988000,881.492907034137,121.68,420.48,0.138038546911743,0.477008943174306
"2813",110018,NA,0,729000,0,1032.21161028018,72.9,72.9,0.0706250533068626,0.0706250533068626
"2814",110026,NA,0,7439400,0,936.236824127001,743.94,743.94,0.794606643136144,0.794606643136144
"2815",110032,NA,0,6191100,0,858.110022993436,619.11,619.11,0.721480909686025,0.721480909686025
"2816",110040,NA,0,7921800,2910600,3284.92131471901,792.18,1083.24,0.241156461328439,0.329761323397988
"2817",110044,NA,0,3213000,0,960.733049566044,321.3,321.3,0.33443212986701,0.33443212986701
"2818",110049,NA,0,0,860400,895.709648507821,0,86.04,0,0.0960579135697998
"2819",110057,NA,0,0,26100,1084.43300112072,0,2.61,0,0.00240678769209593
"2820",110059,NA,0,0,4905900,1134.61506817361,0,490.59,0,0.432384527370768
"2821",110093,NA,0,4230900,1055700,860.400670504047,423.09,528.66,0.491736018467003,0.614434667618629
"2822",110108,NA,0,0,531900,1019.65020166739,0,53.19,0,0.0521649482469777
"2823",110117,NA,0,0,4811400,830.647807557758,0,481.14,0,0.579234659529929
"2824",110123,NA,0,0,304200,956.910076326412,0,30.42,0,0.0317898209587077
"2825",110127,NA,0,0,1908900,1101.46132978416,0,190.89,0,0.173306129628179
"2826",110136,NA,0,229500,810000,943.734564861002,22.95,103.95,0.0243182785229236,0.110147496839125
"2827",111079,NA,0,2146500,6581700,872.451766880434,214.65,872.82,0.246030792931407,1
"2828",111092,NA,0,4948200,0,892.981026425611,494.82,494.82,0.55412151586316,0.55412151586316
"2829",111094,NA,0,818100,0,1139.42190011526,81.81,81.81,0.071799567826215,0.071799567826215
"2830",111133,NA,0,136800,0,1271.73077021479,13.68,13.68,0.0107569937917673,0.0107569937917673
"2831",111139,NA,368100,0,0,1769.18089878127,36.81,36.81,0.0208062386527897,0.0208062386527897
"2832",111150,NA,0,0,29700,1054.61224554923,0,2.97,0,0.00281620094260641
"2833",111164,NA,0,7141500,509400,2055.40732694717,714.15,765.09,0.34744937932118,0.372232788104518
"2834",111165,NA,0,0,1890900,897.838416639896,0,189.09,0,0.2106058244953
"2835",111174,NA,0,0,1790100,889.00175971092,0,179.01,0,0.201360681286176
"2836",111179,NA,0,185400,1727100,1164.84413633412,18.54,191.25,0.0159162925078949,0.164185056210081
"2837",111189,NA,0,0,1935000,2681.52823895593,0,193.5,0,0.0721603439370604
"2838",111191,NA,0,34200,0,1033.18889613652,3.42,3.42,0.0033101401038945,0.0033101401038945
"2839",111199,NA,0,594900,887400,1160.16818999842,59.49,148.23,0.0512770480287697,0.127765957796345
"2840",111205,NA,0,86400,0,874.048919900879,8.64,8.64,0.00988503023489786,0.00988503023489786
"2841",111212,NA,0,6300,0,860.188718716308,0.63,0.63,0.00073239742197523,0.00073239742197523
"2842",111216,NA,0,24300,0,937.741401626952,2.43,2.43,0.00259133274459678,0.00259133274459678
"2843",112121,NA,0,2223900,0,1066.06722850734,222.39,222.39,0.208607857040481,0.208607857040481
"2844",112127,NA,0,0,4494600,879.568416882289,0,449.46,0,0.511000612770013
"2845",112129,NA,0,0,4481100,848.50718533854,0,448.11,0,0.528115739905269
"2846",112142,NA,0,1089000,0,913.002234898148,108.9,108.9,0.11927681646053,0.11927681646053
"2847",112144,NA,0,7082100,0,1074.15892850692,708.21,708.21,0.659315843498514,0.659315843498514
"2848",112146,NA,0,0,1377000,954.257766329551,0,137.7,0,0.144300633286589
"2849",112153,NA,0,8122500,0,1023.20957864214,812.25,812.25,0.793825641348961,0.793825641348961
"2850",112154,NA,0,5480100,0,953.365984283831,548.01,548.01,0.574815977320258,0.574815977320258
"2851",112158,NA,0,0,52200,826.429809127423,0,5.22,0,0.00631632589041225
"2852",112166,NA,0,0,4051800,878.935560633416,0,405.18,0,0.460989426469447
"2853",112185,NA,534600,6236100,675900,1094.70643873182,677.07,744.66,0.618494580870797,0.680237160989629
"2854",112193,NA,0,587700,0,846.766878278583,58.77,58.77,0.0694051710188231,0.0694051710188231
"2855",112200,NA,0,0,1176300,895.181114364676,0,117.63,0,0.131403576452217
"2856",112205,NA,0,80100,0,866.779427585976,8.01,8.01,0.00924110534361464,0.00924110534361464
"2857",112209,NA,0,0,667800,1069.79514027055,0,66.78,0,0.0624231663485697
"2858",112210,NA,0,87300,0,844.590850263538,8.73,8.73,0.0103363658240863,0.0103363658240863
"2859",112217,NA,277200,7889400,9900,870.657380411167,816.66,817.65,0.937980907730126,0.939117979582124
"2860",112222,NA,0,495000,0,881.129310799958,49.5,49.5,0.0561779064585425,0.0561779064585425
"2861",112228,NA,0,5498100,0,1239.24177416781,549.81,549.81,0.44366645110008,0.44366645110008
"2862",112229,NA,0,6180300,0,1065.90190741073,618.03,618.03,0.579818832955567,0.579818832955567
"2863",112240,NA,0,9201600,0,930.267568040943,920.16,920.16,0.989134773275791,0.989134773275791
"2864",112241,NA,0,0,410400,854.734968225428,0,41.04,0,0.0480148835904138
"2865",112242,NA,0,5400,0,872.428315896857,0.54,0.54,0.000618962028352873,0.000618962028352873
"2866",112248,NA,0,6245100,0,880.409728145765,624.51,624.51,0.709340185637525,0.709340185637525
"2867",112249,NA,0,16418700,0,1835.90153675818,1641.87,1641.87,0.89431266717016,0.89431266717016
"2868",112263,NA,0,0,47700,871.12311996437,0,4.77,0,0.00547568982005104
"2869",112270,NA,0,2083500,0,977.1154148561,208.35,208.35,0.21322967259777,0.21322967259777
"2870",112306,NA,0,433800,0,1807.36930314199,43.38,43.38,0.0240017355194574,0.0240017355194574
"2871",113150,NA,0,2981700,0,873.621784093429,298.17,298.17,0.341303302446168,0.341303302446168
"2872",113157,NA,0,1199700,0,968.289367298329,119.97,119.97,0.123898912919734,0.123898912919734
"2873",113160,NA,0,0,8246700,2665.41940427323,0,824.67,0,0.309395961730406
"2874",113162,NA,0,0,8074800,860.548522839012,0,807.48,0,0.938331748378423
"2875",113163,NA,0,827100,0,888.563144311787,82.71,82.71,0.0930828613919845,0.0930828613919845
"2876",113165,NA,0,0,7935300,900.125704747147,0,793.53,0,0.881576868447401
"2877",113166,NA,0,0,6341400,1035.10863114519,0,634.14,0,0.61263135184026
"2878",113174,NA,0,8029800,0,925.229110090852,802.98,802.98,0.867871526352161,0.867871526352161
"2879",113188,NA,0,0,458100,1003.11162312223,0,45.81,0,0.0456678987104291
"2880",113190,NA,0,0,502200,839.381554501837,0,50.22,0,0.0598297636285384
"2881",113195,NA,0,94500,0,861.493247633383,9.45,9.45,0.0109693256748793,0.0109693256748793
"2882",113208,NA,0,0,11276100,1206.76123028603,0,1127.61,0,0.934410197892034
"2883",113211,NA,0,0,7495200,924.110293585834,0,749.52,0,0.811072017271478
"2884",113224,NA,0,81000,0,852.946343494326,8.1,8.1,0.00949649419542167,0.00949649419542167
"2885",113225,NA,0,4041900,0,928.130553136555,404.19,404.19,0.43548830348712,0.43548830348712
"2886",113227,NA,0,5281200,0,862.347090007577,528.12,528.12,0.612421617837615,0.612421617837615
"2887",113229,NA,0,7608600,0,958.822255133107,760.86,760.86,0.79353602393634,0.79353602393634
"2888",113231,NA,0,4470300,10818000,1529.46303516127,447.03,1528.83,0.292279048086222,0.99958610626951
"2889",113234,NA,0,0,459900,947.99334702713,0,45.99,0,0.0485129986874094
"2890",113242,NA,0,273600,0,943.304923164897,27.36,27.36,0.0290044070884355,0.0290044070884355
"2891",114108,NA,0,0,4410900,1182.2262460595,0,441.09,0,0.37310117371375
"2892",114116,NA,0,335700,1019700,836.548190454723,33.57,135.54,0.0401291884712013,0.162022943264421
